x,y,z,vx,vy,vz,fx,fy,fz,mass
-25.287201,-3.991794,-0.311470,5.436195,-0.716191,-0.243177,0.000000,0.000000,0.000000,1.108544
371.882085,180.134151,-356.641288,433.427488,201.941243,-396.239614,0.000000,0.000000,0.000000,1.126065
-12.019307,-19.677558,-15.172188,8.120885,-24.067612,-16.181633,0.000000,0.000000,0.000000,0.994733
19983.980044,29444.295974,-33630.114268,22233.217164,32704.107387,-37366.347244,0.000000,0.000000,0.000000,0.822397
-6600.278992,-6693.400041,-8121.802376,-7310.567351,-7437.432766,-9023.992339,0.000000,0.000000,0.000000,0.898558
-26.143313,-15.957507,9.102238,-5.625301,-2.781488,9.734191,0.000000,0.000000,0.000000,0.846977
-25.976751,4.677434,0.606853,-1.870720,3.309945,1.797522,0.000000,0.000000,0.000000,1.116249
9141.855789,6007.391682,-15489.803635,10187.235290,6673.267308,-17210.970126,0.000000,0.000000,0.000000,1.187704
-6.267951,5.536190,3.841170,5.100572,2.738918,6.135640,0.000000,0.000000,0.000000,0.950589
5555.043579,-409530.380363,746927.359243,6200.917156,-455045.813734,829919.125212,0.000000,0.000000,0.000000,0.818971
-10.677535,-1.355671,2.740864,-0.150888,-2.273455,2.856335,0.000000,0.000000,0.000000,1.167247
-13.519142,1.186134,6.102415,0.352332,2.470282,7.204875,0.000000,0.000000,0.000000,0.972061
-22.095195,-9.807308,-12.868664,-3.351642,-0.919517,-14.087853,0.000000,0.000000,0.000000,1.081818
1230.607388,12668.672977,8631.766714,1389.009925,14075.379929,9591.042849,0.000000,0.000000,0.000000,0.989544
-11.788326,-0.629960,-8.075518,2.040988,-3.511413,-8.260718,0.000000,0.000000,0.000000,1.158531
-17.963273,-8.481144,-1.349471,2.974238,-3.500923,-1.908154,0.000000,0.000000,0.000000,1.162612
-17.788271,-10.141494,0.500698,0.043586,-1.078420,0.899249,0.000000,0.000000,0.000000,0.916922
-27.551690,-23.710350,-7.045079,-0.569000,-13.770074,-8.041983,0.000000,0.000000,0.000000,0.931872
-487.820263,-36.045548,-206.930213,-519.996952,-40.808559,-229.449507,0.000000,0.000000,0.000000,1.092022
-9.459633,-0.769149,0.895332,0.202297,0.805688,0.505574,0.000000,0.000000,0.000000,1.076214
-12.681580,-13.587991,-8.388737,-2.814418,-11.571624,-10.046094,0.000000,0.000000,0.000000,0.867463
-10.526376,12.717774,1.109032,2.026435,0.971972,0.988682,0.000000,0.000000,0.000000,0.990617
-0.876380,-15.667603,6.627289,15.258679,-13.810611,7.695650,0.000000,0.000000,0.000000,0.852733
-26907948.561368,-1481245.481702,37986593.901449,-29897697.588248,-1645828.815546,42207326.486542,0.000000,0.000000,0.000000,1.112751
-20.827269,2.114892,-2.067893,-0.538899,-1.623629,-1.942608,0.000000,0.000000,0.000000,0.971706
-60555.848403,-1335351.084434,571648.758328,-67263.339027,-1483723.199617,635164.823304,0.000000,0.000000,0.000000,0.863572
-7.714655,-5.011808,-0.784357,1.301984,-2.179930,-1.174683,0.000000,0.000000,0.000000,0.901633
-10.232509,-3.855628,-5.680834,-1.794381,1.884157,-5.943600,0.000000,0.000000,0.000000,1.076310
-20.985364,9.893618,3.882469,8.831662,-1.377517,4.882025,0.000000,0.000000,0.000000,1.079740
-30.725520,2.307476,-2.180710,0.096505,2.815752,-1.992126,0.000000,0.000000,0.000000,1.131573
-2134.363698,-6483.705558,-17532.954072,-2356.955330,-7221.448270,-19545.535509,0.000000,0.000000,0.000000,0.949219
170.244932,-118.260486,-96.549379,204.703595,-128.444546,-106.990509,0.000000,0.000000,0.000000,1.028994
-264.615254,115.346288,607.658118,-265.256322,131.345876,675.035811,0.000000,0.000000,0.000000,0.888145
-2.289095,29.301120,24.423876,25.600900,38.263182,26.673527,0.000000,0.000000,0.000000,1.109194
13.120547,-8.042122,-138.408222,33.724585,-10.326414,-153.487961,0.000000,0.000000,0.000000,0.870110
-29.021810,6.100920,-0.385291,0.767674,3.340057,-0.720029,0.000000,0.000000,0.000000,1.027614
-16.822605,-3.786555,3.842303,7.606068,1.244508,4.002952,0.000000,0.000000,0.000000,0.878708
-11.533778,-11.447429,0.022868,0.028199,0.330176,0.118046,0.000000,0.000000,0.000000,0.932374
-15.989158,14.651825,-14.823127,5.261492,5.057342,-16.187688,0.000000,0.000000,0.000000,0.950720
15.651654,32.367194,-29.913089,33.986894,35.278873,-33.910184,0.000000,0.000000,0.000000,0.987029
-28.397164,-12.911560,0.457348,0.912429,-1.326427,0.304886,0.000000,0.000000,0.000000,0.961445
0.088970,-69.430357,80.517143,21.238704,-77.512755,89.606422,0.000000,0.000000,0.000000,0.803227
47673.745560,-51102.569746,-10459.355832,52993.622731,-56780.957567,-11621.422265,0.000000,0.000000,0.000000,0.945113
-27.415690,0.488018,-11.283420,-3.328241,5.784873,-12.751546,0.000000,0.000000,0.000000,0.965340
-26.502765,8.927500,4.663077,-12.167579,2.730301,4.040590,0.000000,0.000000,0.000000,1.008691
2610.658471,16149.177215,15820.098549,2924.559006,17943.585495,17577.989223,0.000000,0.000000,0.000000,1.081289
-39.471128,127.962777,-11.354786,-28.560401,147.451544,-11.774404,0.000000,0.000000,0.000000,1.057274
-14.027817,-3.874212,28.550254,3.184817,-3.079979,30.236236,0.000000,0.000000,0.000000,1.011438
-19.629868,-10.429950,1.232904,0.096752,-5.300407,2.447391,0.000000,0.000000,0.000000,0.948328
-12.135338,55.692926,3.380879,0.500433,59.498087,3.117810,0.000000,0.000000,0.000000,0.807111
4.305445,90.488109,31.470879,11.629511,97.072030,35.072621,0.000000,0.000000,0.000000,0.979161
-30.442860,-9.385727,15.852390,-13.483812,-0.476576,17.458284,0.000000,0.000000,0.000000,0.944154
-36.903468,5.339255,-3.083580,-14.804458,-1.326688,-3.283509,0.000000,0.000000,0.000000,1.147512
-14.943377,-21.727893,37.544804,3.440189,-15.953684,41.835018,0.000000,0.000000,0.000000,0.814239
34.709808,58.569393,-132.225282,59.087506,61.903411,-146.474729,0.000000,0.000000,0.000000,1.163616
-31.442523,-6.888206,0.462505,0.362103,-0.190464,0.611744,0.000000,0.000000,0.000000,0.831347
-16.901932,9.699069,-1.911650,1.595495,-0.824796,-2.106313,0.000000,0.000000,0.000000,1.001711
-19.818002,-10.007611,-6.135330,0.568561,3.575238,-6.526118,0.000000,0.000000,0.000000,0.914952
-6.261829,-0.081527,0.349243,2.152272,0.247529,0.927630,0.000000,0.000000,0.000000,0.946323
8460.497716,-6216.437175,-1412.016042,9434.586554,-6907.030372,-1569.956244,0.000000,0.000000,0.000000,0.867750
-30.226377,4.323467,-1.217606,-1.062092,-1.183319,-2.181296,0.000000,0.000000,0.000000,1.115972
-31.653666,9.285458,-0.969893,-0.656446,-0.420172,-0.882435,0.000000,0.000000,0.000000,0.837142
344.655327,-218.140230,535.677966,400.478247,-241.847508,596.003197,0.000000,0.000000,0.000000,1.199553
-33.145142,2.817836,7.139960,-15.956754,16.438088,9.371928,0.000000,0.000000,0.000000,1.074319
-19.322796,-5.041325,-0.313606,-1.571161,-5.466779,-0.893993,0.000000,0.000000,0.000000,1.126542
-448.244104,-54.244172,-593.135170,-486.126219,-54.130078,-658.524834,0.000000,0.000000,0.000000,1.012272
-27.199492,7.217140,-0.010191,-0.428727,-0.146753,0.566702,0.000000,0.000000,0.000000,1.144267
-33.563733,5.300163,4.332886,0.621292,0.865063,4.981030,0.000000,0.000000,0.000000,1.073443
-15.915497,-4.678120,-9.809251,-6.846859,-2.542417,-12.049639,0.000000,0.000000,0.000000,0.995503
-20.025953,-4.586404,1.798765,2.055720,2.642055,3.225908,0.000000,0.000000,0.000000,1.112735
-30.607454,-3.658446,-0.575479,0.672975,0.005583,-0.808542,0.000000,0.000000,0.000000,0.843669
-20.812556,4.255629,-3.292017,1.003735,0.941624,-5.084506,0.000000,0.000000,0.000000,1.195338
-17751.254303,-408766.867654,253928.689461,-19697.855668,-454180.892336,282143.362138,0.000000,0.000000,0.000000,0.886178
2154.768532,10285.188371,15456.673777,2404.450743,11437.880157,17174.048707,0.000000,0.000000,0.000000,1.164964
-11.334412,7.379817,-1.422781,1.480139,-4.021580,-1.415852,0.000000,0.000000,0.000000,1.142623
-15.384799,-8.528016,2.341104,-0.322779,-2.831878,1.187595,0.000000,0.000000,0.000000,0.942950
-28.675161,-27.393404,-13.015121,-7.763866,-27.174840,-14.695260,0.000000,0.000000,0.000000,0.804799
-16.988088,11.191979,0.497065,-0.564161,0.136356,1.059043,0.000000,0.000000,0.000000,0.954997
-28.145991,-0.200725,0.689321,0.090011,-0.792919,0.772592,0.000000,0.000000,0.000000,1.103109
15532.636197,10325.751629,2607.392735,17286.134149,11466.071359,2897.282583,0.000000,0.000000,0.000000,1.142902
164.063526,-93.688723,-514.785028,210.922373,-100.850192,-571.790350,0.000000,0.000000,0.000000,1.041734
-43.163259,-26.918451,17.073886,-9.600749,-32.786694,18.499611,0.000000,0.000000,0.000000,0.938065
10.479573,10.967540,-22.423348,41.395913,4.842630,-24.985495,0.000000,0.000000,0.000000,0.988095
-26.274182,-1.193684,-1.655850,-2.062146,-1.027871,-1.399887,0.000000,0.000000,0.000000,0.905486
-25.579148,3.554549,-0.022594,-0.866102,-0.746783,-0.860397,0.000000,0.000000,0.000000,0.878215
-23.927807,-2.950853,6.288237,0.928211,-5.156385,7.020082,0.000000,0.000000,0.000000,1.181118
-6.612546,1.635085,-0.645887,3.336037,1.730896,-0.356242,0.000000,0.000000,0.000000,0.959298
-22.415771,13.265095,-4.659761,-4.097689,1.913875,-5.998818,0.000000,0.000000,0.000000,1.194278
-11.797181,-7.443457,-2.583652,1.290106,1.137783,-2.283902,0.000000,0.000000,0.000000,0.892655
-1345.140236,-288.284554,671.228770,-1471.370192,-322.348102,746.768281,0.000000,0.000000,0.000000,0.983172
-40.477186,-14.810704,36.699456,-14.213854,-14.038702,43.742472,0.000000,0.000000,0.000000,1.050169
-338.916160,567.423912,-503.777590,-353.630319,629.651858,-559.534935,0.000000,0.000000,0.000000,0.871078
-28.665086,-0.117979,-113.371833,-9.502124,-2.821842,-126.350049,0.000000,0.000000,0.000000,0.837749
17646765.408622,-9630197.453227,-41019939.942209,19607536.507375,-10700212.501426,-45577710.876738,0.000000,0.000000,0.000000,0.951689
-17.599984,-10.642948,-7.144052,-1.513617,-1.668606,-7.968050,0.000000,0.000000,0.000000,0.950231
-33.455114,-16.777791,46.268179,-17.817012,-17.071911,51.542573,0.000000,0.000000,0.000000,0.871993
-58.420148,8.197947,11.115741,-36.771878,-6.275675,11.887570,0.000000,0.000000,0.000000,0.852751
-24.145287,15.137641,-97.949467,-6.347590,16.934786,-108.426780,0.000000,0.000000,0.000000,1.147153
-14.754534,-9.593822,-4.210287,-2.893549,-1.607771,-6.286551,0.000000,0.000000,0.000000,0.993805
-33.662522,-5.642192,0.174534,0.094085,-0.018038,0.637192,0.000000,0.000000,0.000000,1.106077
-24.320505,11.071357,0.258622,0.617737,0.819974,0.221505,0.000000,0.000000,0.000000,0.946183
-20.786256,-37.461290,38.155794,-1.714671,-41.897716,42.052898,0.000000,0.000000,0.000000,1.179822
-16004978.302174,25886436.801726,-31095651.560680,-17783294.467852,28762709.141064,-34550723.584740,0.000000,0.000000,0.000000,1.194290
-18.087673,-12.803053,0.342504,0.059238,-0.094382,1.289978,0.000000,0.000000,0.000000,1.180160
-18.344726,-7.215771,-2.010979,0.350249,-1.915040,-3.066979,0.000000,0.000000,0.000000,0.975946
-28.460626,3.596464,0.771492,-0.072947,0.200344,0.652450,0.000000,0.000000,0.000000,0.824101
-28.248406,4.928182,-1.136453,-9.764817,2.398340,-1.596127,0.000000,0.000000,0.000000,1.160362
57594.770110,2051.099008,-41436.427518,64019.877019,2265.950982,-46040.375087,0.000000,0.000000,0.000000,1.024294
-40.356208,21.043058,48.765767,-20.741030,16.568416,54.252801,0.000000,0.000000,0.000000,0.874086
4379.363445,6244.790362,-458.529692,4888.410694,6937.900697,-509.557133,0.000000,0.000000,0.000000,1.076029
4.069817,34.531348,151.219959,28.244309,45.875606,168.040636,0.000000,0.000000,0.000000,0.973946
-13.388016,14.999219,-6.251717,1.125309,6.581840,-6.568235,0.000000,0.000000,0.000000,1.064150
-182.224561,-1261.715055,572.074900,-175.448018,-1404.176555,635.973100,0.000000,0.000000,0.000000,0.923941
-34.235403,-7.201926,-5.938682,-5.572905,-6.482632,-7.558604,0.000000,0.000000,0.000000,1.122373
-18.688962,11.909041,4.512762,-2.233613,-0.450679,6.250490,0.000000,0.000000,0.000000,1.071131
-59.229571,-49.778202,89.287135,-38.663895,-55.480226,99.106284,0.000000,0.000000,0.000000,1.071878
-14.629408,-3.877936,-2.183034,3.306228,0.023785,-2.589831,0.000000,0.000000,0.000000,1.150206
-17.167244,-12.544005,3.216912,-0.660670,-2.098923,3.858508,0.000000,0.000000,0.000000,0.941464
162.729501,-338.324523,-158.699311,210.802290,-368.933019,-175.996294,0.000000,0.000000,0.000000,0.941387
296.029491,1087.785194,357.187148,358.960657,1213.408819,397.216430,0.000000,0.000000,0.000000,0.967605
240.520462,91.078801,-387.570666,289.044835,100.082078,-430.130834,0.000000,0.000000,0.000000,1.026309
-2.244728,-38.607112,11.773665,27.088006,-51.453011,13.286035,0.000000,0.000000,0.000000,0.882430
-27.852616,14.791931,-2.575504,-4.460969,7.000355,-5.091035,0.000000,0.000000,0.000000,0.993582
-6.504099,-1.017692,-1.344057,3.546002,1.134144,-2.512978,0.000000,0.000000,0.000000,1.078578
4.591160,-20.558630,16.635438,-5.607919,6.068849,8.678437,0.000000,0.000000,0.000000,1.011073
5819335459.842159,13608729944.341137,12609690510.578718,6465928302.903232,15120811045.240349,14010767233.650768,0.000000,0.000000,0.000000,0.860433
-19.263581,10.054382,0.109249,-0.557482,-1.267573,0.445668,0.000000,0.000000,0.000000,0.817714
2652.983193,95588.620291,26136.949661,2954.517282,106207.569793,29041.286753,0.000000,0.000000,0.000000,0.821193
-5.256235,3.721479,2.087213,3.617030,-1.991439,2.423887,0.000000,0.000000,0.000000,1.096169
-6.225660,-5.514505,0.660353,0.219670,0.648662,0.627422,0.000000,0.000000,0.000000,0.984807
-27.122187,-13.677848,-3.443312,1.007468,-4.041801,-8.674324,0.000000,0.000000,0.000000,1.022588
-5.474118,0.831580,0.752642,-0.143220,0.237983,0.449795,0.000000,0.000000,0.000000,1.196130
9644.827683,6365.661535,6557.337199,10738.944754,7073.811127,7285.554886,0.000000,0.000000,0.000000,0.879180
-390.573994,-1287.963137,-4674.068281,-408.176031,-1445.347849,-5193.435062,0.000000,0.000000,0.000000,1.108554
-25.264487,12.993079,2.279835,0.799393,2.315151,3.808936,0.000000,0.000000,0.000000,1.056726
