x,y,z,vx,vy,vz,fx,fy,fz,mass
98279.425392,-54575.488095,-5083.875047,1966.235654,-1091.513390,-101.679743,0.000000,0.000000,0.000000,1.108544
2486534.812601,3311644.121556,-770043.071100,49731.061858,66232.923652,-15400.855392,0.000000,0.000000,0.000000,1.126065
-7405.489306,-12025.741097,-20050.851465,-147.733465,-240.551527,-401.007287,0.000000,0.000000,0.000000,0.994733
112539217.930298,165539059.374214,-189139365.310805,2250784.876914,3310780.975498,-3782787.298181,0.000000,0.000000,0.000000,0.822397
-36879175.533208,-37522899.137413,-45531428.503452,-737583.095297,-750457.988537,-910628.565884,0.000000,0.000000,0.000000,0.898558
-7566.273429,-5634.737720,7967.912979,-150.905772,-112.427604,159.348517,0.000000,0.000000,0.000000,0.846977
-62.492115,-0.252382,-5.138066,-0.756442,-0.082352,-0.114820,0.000000,0.000000,0.000000,1.116249
51506822.099343,33742090.877916,-87020655.507401,1030136.975106,674841.788536,-1740413.111538,0.000000,0.000000,0.000000,1.187704
11881.025818,3933.203251,1307.617315,237.857018,78.621478,26.153092,0.000000,0.000000,0.000000,0.950589
31624061.844167,-2320579061.042674,4232304471.794772,632481.752521,-46411581.437894,84646089.432965,0.000000,0.000000,0.000000,0.818971
-593.294800,-340.245413,820.930198,-11.675630,-6.798302,16.409953,0.000000,0.000000,0.000000,1.167247
4044.226068,-2273.537547,3154.047044,81.331309,-45.550376,63.209775,0.000000,0.000000,0.000000,0.972061
-3049.134227,3672.769588,-14888.145954,-60.599453,73.638548,-297.754538,0.000000,0.000000,0.000000,1.081818
7016129.444443,71118633.449029,48453425.049760,140322.978920,1422372.652360,969068.504432,0.000000,0.000000,0.000000,0.989544
11356.748112,-5636.526732,-17323.685947,227.424879,-112.780727,-346.466090,0.000000,0.000000,0.000000,1.158531
23578.668019,-25865.029288,-19469.304122,472.899980,-518.218641,-390.155440,0.000000,0.000000,0.000000,1.162612
-157.659543,1.377352,116.470608,-4.187107,0.443571,3.150354,0.000000,0.000000,0.000000,0.916922
2159.662811,-19142.189031,-10057.209047,43.734136,-382.616954,-201.147604,0.000000,0.000000,0.000000,0.931872
-2608285.885037,-17970.768838,-1146197.056938,-52165.321241,-359.428273,-22923.932570,0.000000,0.000000,0.000000,1.092022
-22.647272,36.921910,5.342507,-0.318118,0.853449,-0.027495,0.000000,0.000000,0.000000,1.076214
542.970031,-32.888042,-200.259852,11.091253,-0.599464,-4.003933,0.000000,0.000000,0.000000,0.867463
400.145996,317.077413,138.332081,8.249828,6.104620,2.762230,0.000000,0.000000,0.000000,0.990617
104024.286732,32744.731661,25510.971122,2080.791022,654.979569,510.225993,0.000000,0.000000,0.000000,0.852733
-155672995965.871521,-8569791163.836260,219767474797.064484,-3113459918.902810,-171395823.285772,4395349495.940047,0.000000,0.000000,0.000000,1.112751
838.342110,-602.846623,-903.592608,17.174556,-12.128642,-18.065396,0.000000,0.000000,0.000000,0.971706
-345771096.701545,-7579175580.399696,3245842401.254796,-6915421.557165,-151583511.603897,64916848.016750,0.000000,0.000000,0.000000,0.863572
-12239.620255,-5991.714958,1347.417335,-246.587025,-120.725181,27.170273,0.000000,0.000000,0.000000,0.901633
-1418.722478,1121.811770,-4823.648358,-28.202079,22.546913,-96.466106,0.000000,0.000000,0.000000,1.076310
27541.978495,14589.258593,-5245.651260,551.428544,291.576036,-104.915292,0.000000,0.000000,0.000000,1.079740
-147.393354,3.776593,19.450243,-2.346980,0.065794,0.410991,0.000000,0.000000,0.000000,1.131573
244918.380043,1785316.655033,-309681.285804,4898.774006,35706.475496,-6193.617298,0.000000,0.000000,0.000000,0.949219
1031264.749175,-646826.118870,-532271.396762,20625.574814,-12936.469149,-10645.422619,0.000000,0.000000,0.000000,1.028994
-1335395.779117,662826.513786,3393246.786525,-26707.397891,13256.587576,67864.933213,0.000000,0.000000,0.000000,0.888145
137910.208368,201712.114432,81866.096132,2758.711113,4034.345353,1637.312436,0.000000,0.000000,0.000000,1.109194
-357333.873329,85815.717238,-196111.069202,-7146.350488,1716.301771,-3922.213791,0.000000,0.000000,0.000000,0.870110
-61.768340,-1.162685,16.761383,-0.725805,-0.048132,0.289254,0.000000,0.000000,0.000000,1.027614
20.603969,0.335118,22.003915,0.852659,0.064014,0.399348,0.000000,0.000000,0.000000,0.878708
-6.338892,-52.160934,-21.730286,0.101815,-0.808765,-0.429982,0.000000,0.000000,0.000000,0.932374
1067.643485,-474.513928,-4563.563462,21.766791,-9.692793,-91.264905,0.000000,0.000000,0.000000,0.950720
507783.684901,40999.212923,162865.552659,10155.965783,819.974565,3257.313026,0.000000,0.000000,0.000000,0.987029
-885.755800,-516.857736,354.884860,-17.142467,-10.092803,7.097353,0.000000,0.000000,0.000000,0.961445
-7817.107586,-3187.857261,-38234.027509,-155.963718,-63.765441,-764.683092,0.000000,0.000000,0.000000,0.803227
268390965.602319,-287649041.147287,-58897276.624396,5367819.722344,-5752980.828787,-1177945.530972,0.000000,0.000000,0.000000,0.945113
61.557740,70.113966,-208.287348,1.727228,1.490264,-4.157106,0.000000,0.000000,0.000000,0.965340
-4338.527472,-855.605097,5142.641290,-86.401365,-17.272856,102.847232,0.000000,0.000000,0.000000,1.008691
14791285.874620,90744384.649667,88884273.641385,295826.146385,1814887.693988,1777685.474663,0.000000,0.000000,0.000000,1.081289
-284869.831584,644057.107933,-138256.482986,-5697.147409,12881.219665,-2765.126309,0.000000,0.000000,0.000000,1.057274
-16898.558112,-51063.877853,106929.290456,-337.640090,-1021.256130,2138.577713,0.000000,0.000000,0.000000,1.011438
1614.049343,2479.655951,2771.184645,33.614571,51.071116,56.683624,0.000000,0.000000,0.000000,0.948328
-40844.738341,167147.978741,-9284.374997,-816.637078,3342.878719,-185.692683,0.000000,0.000000,0.000000,0.807111
57900.028034,482379.750451,172628.925350,1158.123780,9647.532531,3452.580396,0.000000,0.000000,0.000000,0.979161
-84584.936988,-44465.888617,53737.622067,-1691.334683,-889.144955,1074.744913,0.000000,0.000000,0.000000,0.944154
645.503777,741.447755,-1370.189604,13.536066,14.717879,-27.396034,0.000000,0.000000,0.000000,1.147512
14438.773957,-67446.474932,194525.867024,289.136284,-1348.782033,3890.519424,0.000000,0.000000,0.000000,0.814239
299702.818959,309352.764571,-738580.518092,5994.425755,6186.998158,-14771.602419,0.000000,0.000000,0.000000,1.163616
185.302348,-219.639743,169.019221,4.640578,-4.559407,3.568737,0.000000,0.000000,0.000000,0.831347
651.237105,-393.601801,-962.921102,13.391140,-8.081629,-19.258404,0.000000,0.000000,0.000000,1.001711
-932.013876,4165.861427,-6054.225111,-18.234045,83.581536,-121.078924,0.000000,0.000000,0.000000,0.914952
-304.007085,-433.535337,-511.982928,-6.046243,-8.804123,-10.392020,0.000000,0.000000,0.000000,0.946323
23472131.317346,-22513548.321943,-797471.349886,469443.143340,-450270.915386,-15949.417643,0.000000,0.000000,0.000000,0.867750
752.235997,-198.128791,-321.271780,15.658951,-4.062512,-6.424082,0.000000,0.000000,0.000000,1.115972
-1386.118878,13160.721799,19668.553027,-27.426065,266.221077,398.146066,0.000000,0.000000,0.000000,0.837142
