x,y,z,vx,vy,vz,fx,fy,fz,mass
-28.520531,-2.837270,-0.130329,5.255396,-6.075920,-0.397405,0.000000,0.000000,0.000000,1.108544
111.825592,58.969405,-118.897519,433.427488,201.941243,-396.239614,0.000000,0.000000,0.000000,1.126065
-16.891997,-5.236955,-5.463171,8.118536,-24.066850,-16.180884,0.000000,0.000000,0.000000,0.994733
6644.049746,9821.831542,-11210.305921,22233.217164,32704.107387,-37366.347244,0.000000,0.000000,0.000000,0.822397
-2213.938582,-2230.940382,-2707.406973,-7310.567351,-7437.432766,-9023.992339,0.000000,0.000000,0.000000,0.898558
-22.767535,-14.288503,3.261527,-5.627014,-2.782788,9.734751,0.000000,0.000000,0.000000,0.846977
-25.600769,4.282515,0.171013,-0.178194,-0.215269,0.402900,0.000000,0.000000,0.000000,1.116249
3029.514615,2003.431297,-5163.221559,10187.235290,6673.267308,-17210.970126,0.000000,0.000000,0.000000,1.187704
-9.321604,3.888724,0.154336,5.250090,3.008389,5.589296,0.000000,0.000000,0.000000,0.950589
1834.493285,-136502.892122,248975.884116,6200.917156,-455045.813734,829919.125212,0.000000,0.000000,0.000000,0.818971
-10.011036,-0.524113,1.207467,-1.747688,-0.718681,2.513542,0.000000,0.000000,0.000000,1.167247
-13.721383,-0.274707,1.787559,0.352743,2.415741,7.190147,0.000000,0.000000,0.000000,0.972061
-20.084484,-9.254195,-4.416455,-3.351563,-0.922949,-14.086767,0.000000,0.000000,0.000000,1.081818
397.201434,4223.445020,2877.141005,1389.009925,14075.379929,9591.042849,0.000000,0.000000,0.000000,0.989544
-13.011042,1.478172,-3.117999,2.023832,-3.522603,-8.263614,0.000000,0.000000,0.000000,1.158531
-19.371112,-6.470684,-0.486178,0.456519,-2.741426,-0.159751,0.000000,0.000000,0.000000,1.162612
-17.818438,-9.497759,-0.038116,0.052743,-1.070194,0.894982,0.000000,0.000000,0.000000,0.916922
-27.210279,-15.448283,-2.219909,-0.569072,-13.770315,-8.041985,0.000000,0.000000,0.000000,0.931872
-175.822092,-11.560413,-69.260509,-519.996952,-40.808559,-229.449507,0.000000,0.000000,0.000000,1.092022
-9.588509,-1.197578,0.602630,0.108527,0.565524,0.392012,0.000000,0.000000,0.000000,1.076214
-10.993340,-6.645586,-2.360465,-2.810163,-11.570287,-10.053691,0.000000,0.000000,0.000000,0.867463
-11.751716,12.138839,0.513922,2.103132,0.925979,1.003369,0.000000,0.000000,0.000000,0.990617
-10.031719,-7.381039,2.009567,15.259898,-13.812197,7.698987,0.000000,0.000000,0.000000,0.852733
-8969330.008420,-493748.192374,12662198.009523,-29897697.588248,-1645828.815546,42207326.486542,0.000000,0.000000,0.000000,1.112751
-20.497396,3.096771,-0.916020,-0.491942,-1.717239,-1.983415,0.000000,0.000000,0.000000,0.971706
-20197.844987,-445117.164664,190549.864346,-67263.339027,-1483723.199617,635164.823304,0.000000,0.000000,0.000000,0.863572
-8.591182,-3.624898,-0.533325,4.831882,-5.607362,7.295211,0.000000,0.000000,0.000000,0.901633
-9.153269,-4.984978,-2.113771,-1.823690,1.867091,-5.951879,0.000000,0.000000,0.000000,1.076310
-26.296944,10.700784,0.925884,8.781624,-1.459814,5.053495,0.000000,0.000000,0.000000,1.079740
-30.787259,0.621475,-0.974692,0.108306,2.801267,-2.035952,0.000000,0.000000,0.000000,1.131573
-720.190500,-2150.836596,-5805.632767,-2356.955330,-7221.448270,-19545.535509,0.000000,0.000000,0.000000,0.949219
47.422775,-41.193759,-32.355073,204.703595,-128.444546,-106.990509,0.000000,0.000000,0.000000,1.028994
-105.461461,36.538763,202.636631,-265.256322,131.345876,675.035811,0.000000,0.000000,0.000000,0.888145
-17.649487,6.343221,8.419363,25.597973,38.259059,26.678113,0.000000,0.000000,0.000000,1.109194
-7.114204,-1.846273,-46.315446,33.724585,-10.326414,-153.487961,0.000000,0.000000,0.000000,0.870110
-29.107185,4.208726,0.212896,-0.047474,-0.385148,0.493608,0.000000,0.000000,0.000000,1.027614
-21.391716,-4.520681,1.464551,7.624628,1.218869,3.967211,0.000000,0.000000,0.000000,0.878708
-11.468434,-11.688498,-0.092240,0.119484,0.217464,0.117995,0.000000,0.000000,0.000000,0.932374
-19.146716,11.617586,-5.112303,5.269573,5.057282,-16.160517,0.000000,0.000000,0.000000,0.950720
-4.740481,11.199876,-9.566987,33.986887,35.278862,-33.910160,0.000000,0.000000,0.000000,0.987029
-28.685727,-12.351660,0.213873,-0.210311,-0.325388,0.599880,0.000000,0.000000,0.000000,0.961445
-12.654252,-22.922704,26.753290,21.238704,-77.512755,89.606422,0.000000,0.000000,0.000000,0.803227
15877.571922,-17033.995206,-3486.502473,52993.622731,-56780.957567,-11621.422265,0.000000,0.000000,0.000000,0.945113
-25.401227,-3.004770,-3.658668,-3.436584,5.863678,-12.628480,0.000000,0.000000,0.000000,0.965340
-19.951440,7.693324,2.047553,-5.024180,-1.221432,5.832069,0.000000,0.000000,0.000000,1.008691
855.923067,5383.025918,5273.305016,2924.559006,17943.585495,17577.989223,0.000000,0.000000,0.000000,1.081289
-22.334888,39.491851,-4.290144,-28.560401,147.451544,-11.774404,0.000000,0.000000,0.000000,1.057274
-15.938708,-2.026369,10.408357,3.183774,-3.079260,30.237097,0.000000,0.000000,0.000000,1.011438
-19.631758,-8.223441,0.190142,-0.128720,-0.448098,0.326575,0.000000,0.000000,0.000000,0.948328
-12.435597,19.994074,1.510193,0.500433,59.498092,3.117809,0.000000,0.000000,0.000000,0.807111
-2.672262,32.244891,10.427306,11.629511,97.072031,35.072621,0.000000,0.000000,0.000000,0.979161
-22.352556,-9.099787,5.377440,-13.483917,-0.476409,17.458582,0.000000,0.000000,0.000000,0.944154
-30.513301,5.823118,-1.194819,2.754095,0.869594,-2.706269,0.000000,0.000000,0.000000,1.147512
-17.007502,-12.155684,12.443794,3.440484,-15.953684,41.834966,0.000000,0.000000,0.000000,0.814239
-0.742696,21.427346,-44.340445,59.087506,61.903411,-146.474729,0.000000,0.000000,0.000000,1.163616
-31.690448,-6.792509,0.098062,0.338599,-0.354261,0.566793,0.000000,0.000000,0.000000,0.831347
-17.861346,10.196982,-0.637916,1.616284,-0.858077,-2.142275,0.000000,0.000000,0.000000,1.001711
-20.156237,-12.149058,-2.219103,0.560086,3.566368,-6.533637,0.000000,0.000000,0.000000,0.914952
-7.046674,-0.448579,-0.179259,-0.003165,0.845304,0.972613,0.000000,0.000000,0.000000,0.946323
2799.745783,-2072.218952,-470.042295,9434.586554,-6907.030372,-1569.956244,0.000000,0.000000,0.000000,0.867750
-30.237548,4.848402,-0.265131,1.618579,-0.397700,-0.710154,0.000000,0.000000,0.000000,1.115972
-31.257396,9.533663,-0.438451,-0.665239,-0.403189,-0.890748,0.000000,0.000000,0.000000,0.837142
104.368379,-73.031726,178.076048,400.478247,-241.847508,596.003197,0.000000,0.000000,0.000000,1.199553
-30.461202,1.188720,1.953096,6.364003,9.884410,5.431097,0.000000,0.000000,0.000000,1.074319
-18.785913,-1.454150,-0.202177,-0.369101,-6.358669,0.352165,0.000000,0.000000,0.000000,1.126542
-156.568373,-21.766125,-198.020270,-486.126219,-54.130078,-658.524834,0.000000,0.000000,0.000000,1.012272
-26.965773,7.306242,-0.274840,-0.326224,-0.189558,0.340979,0.000000,0.000000,0.000000,1.144267
-33.913668,4.733493,1.349292,0.501547,1.007928,4.969485,0.000000,0.000000,0.000000,1.073443
-11.807343,-3.152894,-2.579341,-6.846981,-2.540283,-12.050541,0.000000,0.000000,0.000000,0.995503
