x,y,z,vx,vy,vz,fx,fy,fz,mass
-29.046144,-2.231124,-0.090811,5.254441,-6.059740,-0.412150,0.000000,0.000000,0.000000,1.108544
68.482843,38.775281,-79.273558,433.427488,201.941243,-396.239614,0.000000,0.000000,0.000000,1.126065
-17.703818,-2.830321,-3.845176,8.119686,-24.066155,-16.176326,0.000000,0.000000,0.000000,0.994733
4420.728030,6551.420803,-7473.671197,22233.217164,32704.107387,-37366.347244,0.000000,0.000000,0.000000,0.822397
-1482.881847,-1487.197105,-1805.007739,-7310.567351,-7437.432766,-9023.992339,0.000000,0.000000,0.000000,0.898558
-22.204821,-14.010198,2.287999,-5.627446,-2.783240,9.736451,0.000000,0.000000,0.000000,0.846977
-25.585599,4.306542,0.130193,-0.130440,-0.268593,0.415749,0.000000,0.000000,0.000000,1.116249
2010.791086,1336.104566,-3442.124547,10187.235290,6673.267308,-17210.970126,0.000000,0.000000,0.000000,1.187704
-10.100151,3.281704,0.060469,8.167723,6.572928,0.297501,0.000000,0.000000,0.000000,0.950589
1214.401570,-90998.310749,165983.971595,6200.917156,-455045.813734,829919.125212,0.000000,0.000000,0.000000,0.818971
-9.835774,-0.455898,0.951130,-1.748667,-0.652207,2.603800,0.000000,0.000000,0.000000,1.167247
-13.756224,-0.517203,1.067269,0.339407,2.444118,7.222903,0.000000,0.000000,0.000000,0.972061
-19.750202,-9.162300,-3.013541,-3.329683,-0.915861,-13.946520,0.000000,0.000000,0.000000,1.081818
258.300441,2815.907027,1918.036720,1389.009925,14075.379929,9591.042849,0.000000,0.000000,0.000000,0.989544
-13.218250,1.831493,-2.290014,2.867240,-3.449330,-8.668154,0.000000,0.000000,0.000000,1.158531
-19.417051,-6.194372,-0.466537,0.468737,-2.794739,-0.234368,0.000000,0.000000,0.000000,1.162612
-17.823708,-9.390839,-0.127561,0.052729,-1.068064,0.894357,0.000000,0.000000,0.000000,0.916922
-27.153367,-14.071221,-1.415695,-0.569236,-13.771309,-8.042469,0.000000,0.000000,0.000000,0.931872
-123.822397,-7.479557,-46.315558,-519.996952,-40.808559,-229.449507,0.000000,0.000000,0.000000,1.092022
-9.585573,-1.245955,0.570316,-0.111066,0.414927,0.283688,0.000000,0.000000,0.000000,1.076214
-10.712359,-5.488658,-1.354331,-2.810476,-11.567644,-10.073819,0.000000,0.000000,0.000000,0.867463
