x,y,z,vx,vy,vz,fx,fy,fz,mass
9.999790,9.999978,8.000290,-0.004164,-0.000432,0.005747,0.000000,0.000000,0.000000,1.000000
-346880439.072478,-325233780.727957,10.000009,-3539596316.512392,-3318712047.717770,0.000095,0.000000,0.000000,0.000000,1.000000
2.000001,-91716815780.367264,10.000010,0.000014,-935885875309.357300,0.000103,0.000000,0.000000,0.000000,1.000000
4.000000,-50266712464887.593750,10.000010,0.000003,-512925637396810.625000,0.000103,0.000000,0.000000,0.000000,1.000000
6.000001,-19408993528.165562,10.000009,0.000009,-198050954368.468872,0.000096,0.000000,0.000000,0.000000,1.000000
8.000000,-1433276392.071225,10.000001,0.000004,-14625269306.201012,0.000007,0.000000,0.000000,0.000000,1.000000
9.999987,-91565486013.922989,10.000001,-0.000128,-934341694019.029297,0.000013,0.000000,0.000000,0.000000,1.000000
-91716815780.367218,2.000002,9.999992,-935885875309.355469,0.000025,-0.000085,0.000000,0.000000,0.000000,1.000000
2.000553,2.000559,9.999825,0.011264,0.011372,-0.003489,0.000000,0.000000,0.000000,1.000000
4.000022,2.000617,9.999802,0.000440,0.012563,-0.003961,0.000000,0.000000,0.000000,1.000000
6.000001,2.000625,9.999808,0.000014,0.012728,-0.003832,0.000000,0.000000,0.000000,1.000000
8.000004,2.000636,9.999839,0.000082,0.012964,-0.003196,0.000000,0.000000,0.000000,1.000000
9.999815,2.000613,10.000024,-0.003648,0.012490,0.000463,0.000000,0.000000,0.000000,1.000000
3242394843049908224.000000,4.000001,10.000000,33085661663774547968.000000,0.000011,-0.000004,0.000000,0.000000,0.000000,1.000000
2.000618,4.000018,9.999984,0.012603,0.000363,-0.000333,0.000000,0.000000,0.000000,1.000000
4.000017,3.999874,9.999981,0.000344,-0.002490,-0.000391,0.000000,0.000000,0.000000,1.000000
6.000004,3.999862,9.999989,0.000085,-0.002715,-0.000233,0.000000,0.000000,0.000000,1.000000
7.999994,3.999860,10.000000,-0.000121,-0.002765,0.000001,0.000000,0.000000,0.000000,1.000000
9.999791,3.999858,10.000045,-0.004138,-0.002809,0.000890,0.000000,0.000000,0.000000,1.000000
43373410250783776.000000,5.999990,10.000001,442585818885548480.000000,-0.000103,0.000006,0.000000,0.000000,0.000000,1.000000
2.000471,5.999830,10.000005,0.009693,-0.003366,0.000069,0.000000,0.000000,0.000000,1.000000
8.000007,10412833517558755328.000000,8.000011,0.000076,106253403240395423744.000000,0.000112,0.000000,0.000000,0.000000,1.000000
9.999986,43423675556062112.000000,8.000024,-0.000144,443098730163899072.000000,0.000246,0.000000,0.000000,0.000000,1.000000
11.999928,0.000252,8.000074,-0.001206,0.004993,0.001260,0.000000,0.000000,0.000000,1.000000
-10412833517558753280.000000,2.000012,8.000012,-106253403240395309056.000000,0.000146,0.000097,0.000000,0.000000,0.000000,1.000000
2.000430,2.000267,8.000192,0.008766,0.005315,0.003783,0.000000,0.000000,0.000000,1.000000
4.000019,2.000315,8.000211,0.000384,0.006295,0.004159,0.000000,0.000000,0.000000,1.000000
5.999986,2.000330,8.000214,-0.000284,0.006612,0.004226,0.000000,0.000000,0.000000,1.000000
7.999960,2.000459,8.000234,-0.000802,0.009351,0.004611,0.000000,0.000000,0.000000,1.000000
9.999767,2.000411,8.000404,-0.004588,0.008376,0.007968,0.000000,0.000000,0.000000,1.000000
11.999580,2.000083,8.000421,-0.008290,0.001684,0.008306,0.000000,0.000000,0.000000,1.000000
3242399123708438528.000000,4.000000,8.000013,33085705343963705344.000000,0.000003,0.000129,0.000000,0.000000,0.000000,1.000000
2.000475,4.000012,8.000210,0.009681,0.000234,0.004139,0.000000,0.000000,0.000000,1.000000
4.000022,4.000004,8.000220,0.000457,0.000079,0.004361,0.000000,0.000000,0.000000,1.000000
5.999998,4.000003,8.000222,-0.000034,0.000061,0.004394,0.000000,0.000000,0.000000,1.000000
7.999963,4.000003,8.000247,-0.000741,0.000079,0.004892,0.000000,0.000000,0.000000,1.000000
9.999730,4.000002,8.000441,-0.005343,0.000055,0.008741,0.000000,0.000000,0.000000,1.000000
11.999542,4.000008,8.000458,-0.009077,0.000167,0.009072,0.000000,0.000000,0.000000,1.000000
782474953601754112.000000,5.999999,8.000012,7984438302058715136.000000,-0.000013,0.000120,0.000000,0.000000,0.000000,1.000000
2.000463,5.999981,8.000184,0.009450,-0.000382,0.003648,0.000000,0.000000,0.000000,1.000000
4.000013,5.999977,8.000052,0.000263,-0.000453,0.001029,0.000000,0.000000,0.000000,1.000000
5.999999,5.999979,8.000043,-0.000009,-0.000425,0.000845,0.000000,0.000000,0.000000,1.000000
7.999964,5.999982,8.000067,-0.000711,-0.000346,0.001324,0.000000,0.000000,0.000000,1.000000
9.999742,5.999988,8.000274,-0.005101,-0.000228,0.005427,0.000000,0.000000,0.000000,1.000000
11.999553,6.000003,8.000447,-0.008853,0.000061,0.008847,0.000000,0.000000,0.000000,1.000000
3257265489350893.000000,7.999997,8.000003,33237402952560152.000000,-0.000026,0.000031,0.000000,0.000000,0.000000,1.000000
2.000453,7.999961,8.000042,0.009249,-0.000793,0.000825,0.000000,0.000000,0.000000,1.000000
4.000023,7.999965,8.000045,0.000478,-0.000708,0.000881,0.000000,0.000000,0.000000,1.000000
6.000015,7.999982,8.000045,0.000312,-0.000354,0.000885,0.000000,0.000000,0.000000,1.000000
7.999984,8.000144,8.000064,-0.000315,0.002853,0.001266,0.000000,0.000000,0.000000,1.000000
9.999752,8.000176,8.000259,-0.004906,0.003494,0.005133,0.000000,0.000000,0.000000,1.000000
11.999557,8.000186,8.000443,-0.008771,0.003676,0.008777,0.000000,0.000000,0.000000,1.000000
50265305278903.593750,9.999997,8.000013,512911278356159.750000,-0.000031,0.000133,0.000000,0.000000,0.000000,1.000000
2.000410,9.999801,8.000210,0.008433,-0.005342,0.004139,0.000000,0.000000,0.000000,1.000000
4.000043,9.999926,8.000248,0.001139,-0.001660,0.004915,0.000000,0.000000,0.000000,1.000000
6.000160,9.999939,8.000252,0.003143,-0.001157,0.004983,0.000000,0.000000,0.000000,1.000000
8.000146,9.999942,8.000257,0.002893,-0.001144,0.005085,0.000000,0.000000,0.000000,1.000000
9.999790,9.999978,8.000290,-0.004164,-0.000432,0.005747,0.000000,0.000000,0.000000,1.000000
11.999577,10.000159,8.000446,-0.008370,0.003158,0.008832,0.000000,0.000000,0.000000,1.000000
-26.433834,12.000035,8.000040,-338.896673,0.000423,0.000424,0.000000,0.000000,0.000000,1.000000
19184762.757208,11.992706,8.007739,266454990.126488,-0.099699,0.105613,0.000000,0.000000,0.000000,1.000000
4.267681,11.999792,8.000386,3.721570,-0.004374,0.007897,0.000000,0.000000,0.000000,1.000000
5.999963,11.999728,8.000440,-0.002078,-0.005393,0.008715,0.000000,0.000000,0.000000,1.000000
8.000010,11.999573,8.000441,0.000202,-0.008458,0.008739,0.000000,0.000000,0.000000,1.000000
9.999970,11.999582,8.000445,-0.000587,-0.008284,0.008818,0.000000,0.000000,0.000000,1.000000
11.999772,11.999777,8.000442,-0.004509,-0.004412,0.008751,0.000000,0.000000,0.000000,1.000000
194580603013.553925,194580543690.714264,10.000009,1985516357280.707520,1985515751945.620117,0.000095,0.000000,0.000000,0.000000,1.000000
2.000001,4280821315984.761230,10.000010,0.000014,43681850163109.289062,0.000103,0.000000,0.000000,0.000000,1.000000
4.000000,542487027778.642639,10.000010,0.000003,5535581916108.171875,0.000103,0.000000,0.000000,0.000000,1.000000
6.000001,4280721471073.656738,10.000009,0.000009,43680831337485.750000,0.000095,0.000000,0.000000,0.000000,1.000000
8.000000,50265331369311.609375,10.000001,0.000004,512911544584810.937500,0.000006,0.000000,0.000000,0.000000,1.000000
9.999987,19357508672.882229,10.000001,-0.000129,197525598702.258301,0.000013,0.000000,0.000000,0.000000,1.000000
11.999976,-16703618724791095296.000000,10.000004,-0.000247,-170445089028480335872.000000,0.000036,0.000000,0.000000,0.000000,1.000000
4280821315984.763184,2.000002,9.999992,43681850163109.343750,0.000025,-0.000086,0.000000,0.000000,0.000000,1.000000
2.000553,2.000559,9.999825,0.011264,0.011372,-0.003489,0.000000,0.000000,0.000000,1.000000
4.000022,2.000617,9.999802,0.000440,0.012563,-0.003961,0.000000,0.000000,0.000000,1.000000
6.000001,2.000625,9.999808,0.000014,0.012728,-0.003832,0.000000,0.000000,0.000000,1.000000
